"year","stateabbr","statedesc","countyname","countyfips","locationname","datasource","category","measure","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","totalpopulation","geolocation","locationid","categoryid","measureid","datavaluetypeid","short_question_text"
"2021","MD","Maryland","Baltimore","24005","24005408503","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","31.6",,,"28.3","35.0","3377","POINT (-76.62866201 39.4632082)","24005408503","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","MD","Maryland","Baltimore","24005","24005408506","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.2",,,"2.0","2.4","4706","POINT (-76.61283164 39.4679371)","24005408506","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","MD","Maryland","Baltimore","24005","24005430400","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.9",,,"2.6","3.3","4407","POINT (-76.6790836 39.2472826)","24005430400","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","MD","Maryland","Baltimore","24005","24005440200","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.4",,,"3.1","3.8","2486","POINT (-76.52342665 39.36854211)","24005440200","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","MD","Maryland","Baltimore","24005","24005440300","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.7",,,"2.3","3.2","2214","POINT (-76.51258939 39.37750492)","24005440300","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","MD","Maryland","Baltimore","24005","24005451801","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.0",,,"2.7","3.3","5459","POINT (-76.35711062 39.35542555)","24005451801","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","MD","Maryland","Baltimore","24005","24005451803","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.2",,,"1.9","2.4","4750","POINT (-76.38021153 39.32915998)","24005451803","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","MD","Maryland","Calvert","24009","24009860900","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.3",,,"2.9","3.7","7693","POINT (-76.46318723 38.37955098)","24009860900","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","MD","Maryland","Calvert","24009","24009861001","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.4",,,"2.1","2.7","1304","POINT (-76.42822639 38.40621923)","24009861001","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","MD","Maryland","Caroline","24011","24011955500","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","41.1",,,"35.0","47.1","4044","POINT (-75.92829333 38.73536119)","24011955500","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","MD","Maryland","Carroll","24013","24013501001","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.5",,,"2.2","2.8","4112","POINT (-77.13767739 39.67098572)","24013501001","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","MD","Maryland","Carroll","24013","24013504100","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.6",,,"2.3","2.9","5120","POINT (-76.89701037 39.53235633)","24013504100","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","MD","Maryland","Carroll","24013","24013505102","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","31.0",,,"25.5","36.2","5156","POINT (-76.91416002 39.41834185)","24013505102","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","MD","Maryland","Carroll","24013","24013506101","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.6",,,"2.3","2.9","4679","POINT (-76.93122336 39.67716872)","24013506101","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","MD","Maryland","Carroll","24013","24013509002","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","32.9",,,"27.4","38.0","2908","POINT (-77.09332908 39.43719384)","24013509002","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","MD","Maryland","Carroll","24013","24013513002","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","31.9",,,"26.6","37.0","5277","POINT (-77.11576003 39.38535669)","24013513002","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","MD","Maryland","Charles","24017","24017850801","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.1",,,"2.7","3.4","4714","POINT (-76.8596951 38.64910788)","24017850801","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","MD","Maryland","Frederick","24021","24021752202","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.4",,,"1.3","1.6","3853","POINT (-77.34234291 39.33640625)","24021752202","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","MD","Maryland","Harford","24025","24025301205","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.0",,,"1.8","2.3","4202","POINT (-76.31686208 39.47250985)","24025301205","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","MD","Maryland","Harford","24025","24025301703","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","33.0",,,"28.5","37.8","4804","POINT (-76.28039129 39.45945818)","24025301703","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","MD","Maryland","Harford","24025","24025303206","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.3",,,"2.0","2.6","3474","POINT (-76.38314039 39.54945128)","24025303206","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","MD","Maryland","Harford","24025","24025303602","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.5",,,"2.2","2.8","3799","POINT (-76.32443786 39.52084324)","24025303602","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","MD","Maryland","Harford","24025","24025303606","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","1.9",,,"1.7","2.2","3363","POINT (-76.30218106 39.52560867)","24025303606","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","MD","Maryland","Harford","24025","24025303802","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.2",,,"1.9","2.6","2034","POINT (-76.36237375 39.54986439)","24025303802","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","AL","Alabama","Jackson","01071","01071950700","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults aged >=18 years","%","Crude prevalence","10.9",,,"9.4","12.4","4272","POINT (-86.1217381 34.62554653)","01071950700","HLTHOUT","COPD","CrdPrv","COPD"
"2020","AL","Alabama","Blount","01009","01009050200","BRFSS","Prevention","Visits to dentist or dental clinic among adults aged >=18 years","%","Crude prevalence","56.1",,,"53.4","58.8","3789","POINT (-86.54406941 33.99901489)","01009050200","PREVENT","DENTAL","CrdPrv","Dental Visit"
"2021","AL","Alabama","Dale","01045","01045020802","BRFSS","Health Outcomes","High cholesterol among adults aged >=18 years who have been screened in the past 5 years","%","Crude prevalence","40.0",,,"35.2","45.1","4351","POINT (-85.64402818 31.41671279)","01045020802","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2021","AL","Alabama","Baldwin","01003","01003010600","BRFSS","Health Risk Behaviors","Current smoking among adults aged >=18 years","%","Crude prevalence","26.1",,,"22.4","29.8","3325","POINT (-87.7680448 30.84936067)","01003010600","RISKBEH","CSMOKING","CrdPrv","Current Smoking"
"2021","AL","Alabama","Houston","01069","01069042100","BRFSS","Health Outcomes","Arthritis among adults aged >=18 years","%","Crude prevalence","28.1",,,"24.3","31.9","7294","POINT (-85.42922092 31.07365178)","01069042100","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2021","AL","Alabama","Jefferson","01073","01073005909","BRFSS","Health Outcomes","Arthritis among adults aged >=18 years","%","Crude prevalence","28.3",,,"25.2","31.4","2539","POINT (-86.72065306 33.61192499)","01073005909","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2021","AL","Alabama","Jefferson","01073","01073005905","BRFSS","Disability","Mobility disability among adults aged >=18 years","%","Crude prevalence","19.4",,,"16.9","22.0","5174","POINT (-86.70062727 33.60453717)","01073005905","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2021","AL","Alabama","Baldwin","01003","01003010904","BRFSS","Prevention","Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure","%","Crude prevalence","79.7",,,"76.5","82.6","6831","POINT (-87.57691343 30.56650746)","01003010904","PREVENT","BPMED","CrdPrv","Taking BP Medication"
"2021","AL","Alabama","Autauga","01001","01001020200","BRFSS","Disability","Self-care disability among adults aged >=18 years","%","Crude prevalence","5.0",,,"4.4","5.8","2170","POINT (-86.47338874 32.47425254)","01001020200","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2021","AL","Alabama","Etowah","01055","01055000300","BRFSS","Health Outcomes","Depression among adults aged >=18 years","%","Crude prevalence","22.3",,,"18.4","26.4","2684","POINT (-86.00644553 34.02971299)","01055000300","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2021","AL","Alabama","Jefferson","01073","01073005701","BRFSS","Prevention","Cholesterol screening among adults aged >=18 years","%","Crude prevalence","86.6",,,"83.9","89.0","2372","POINT (-86.89014061 33.4628077)","01073005701","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening"
"2021","AL","Alabama","Jefferson","01073","01073004902","BRFSS","Health Outcomes","Arthritis among adults aged >=18 years","%","Crude prevalence","17.8",,,"15.8","20.1","3146","POINT (-86.80098651 33.49357769)","01073004902","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2021","AL","Alabama","Clay","01027","01027959200","BRFSS","Disability","Any disability among adults aged >=18 years","%","Crude prevalence","39.6",,,"35.0","44.3","2480","POINT (-86.02087034 33.1899579)","01027959200","DISABLT","DISABILITY","CrdPrv","Any Disability"
"2021","AL","Alabama","Coffee","01031","01031010800","BRFSS","Health Outcomes","Arthritis among adults aged >=18 years","%","Crude prevalence","30.7",,,"26.5","34.9","2840","POINT (-85.86968222 31.23581822)","01031010800","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2020","AL","Alabama","Covington","01039","01039963000","BRFSS","Prevention","Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years","%","Crude prevalence","69.6",,,"67.7","71.3","3684","POINT (-86.34855151 31.05185091)","01039963000","PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening"
"2020","AL","Alabama","Coffee","01031","01031010300","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","12.9",,,"10.5","15.5","4258","POINT (-85.87618334 31.43044154)","01031010300","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost"
"2021","AL","Alabama","Jefferson","01073","01073002303","BRFSS","Disability","Mobility disability among adults aged >=18 years","%","Crude prevalence","26.6",,,"23.7","29.8","2936","POINT (-86.72706302 33.53828636)","01073002303","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2021","AL","Alabama","Elmore","01051","01051030200","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults aged >=18 years","%","Crude prevalence","7.4",,,"6.3","8.8","4757","POINT (-86.21757598 32.70502275)","01051030200","HLTHOUT","COPD","CrdPrv","COPD"
"2021","AL","Alabama","Etowah","01055","01055011200","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults aged >=18 years","%","Crude prevalence","44.0",,,"38.3","50.1","2934","POINT (-85.96772376 34.00159456)","01055011200","RISKBEH","LPA","CrdPrv","Physical Inactivity"
"2020","AL","Alabama","Hale","01065","01065040500","BRFSS","Prevention","Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years","%","Crude prevalence","27.0",,,"23.8","30.1","1562","POINT (-87.6413275 32.54421132)","01065040500","PREVENT","COREW","CrdPrv","Core preventive services for older women"
"2021","AL","Alabama","Blount","01009","01009050300","BRFSS","Health Risk Behaviors","Current smoking among adults aged >=18 years","%","Crude prevalence","24.6",,,"21.2","28.3","5269","POINT (-86.39101206 34.07581698)","01009050300","RISKBEH","CSMOKING","CrdPrv","Current Smoking"
"2020","AL","Alabama","Cullman","01043","01043965200","BRFSS","Health Risk Behaviors","Sleeping less than 7 hours among adults aged >=18 years","%","Crude prevalence","35.5",,,"34.0","36.7","2309","POINT (-86.72907405 34.13554557)","01043965200","RISKBEH","SLEEP","CrdPrv","Sleep <7 hours"
"2021","AL","Alabama","Calhoun","01015","01015000600","BRFSS","Disability","Independent living disability among adults aged >=18 years","%","Crude prevalence","18.8",,,"16.5","21.5","2191","POINT (-85.84152662 33.642895)","01015000600","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability"
"2021","AL","Alabama","Houston","01069","01069041100","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.9",,,"3.5","4.5","3849","POINT (-85.3949896 31.19063249)","01069041100","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","AL","Alabama","Dale","01045","01045020700","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults aged >=18 years","%","Crude prevalence","45.3",,,"39.4","51.2","3518","POINT (-85.63642668 31.44479924)","01045020700","RISKBEH","LPA","CrdPrv","Physical Inactivity"
"2020","AL","Alabama","Cleburne","01029","01029959500","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","19.1",,,"15.5","22.7","2684","POINT (-85.47008908 33.82445601)","01029959500","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost"
"2020","AL","Alabama","Baldwin","01003","01003011405","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","79.4",,,"75.1","82.9","3832","POINT (-87.53786916 30.29105241)","01003011405","PREVENT","MAMMOUSE","CrdPrv","Mammography"
"2021","AL","Alabama","Barbour","01005","01005950300","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","19.8",,,"16.9","22.8","1638","POINT (-85.57256267 31.80016972)","01005950300","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2021","AL","Alabama","Jefferson","01073","01073004702","BRFSS","Health Outcomes","Cancer (excluding skin cancer) among adults aged >=18 years","%","Crude prevalence","7.2",,,"6.6","7.9","2944","POINT (-86.76945126 33.51203248)","01073004702","HLTHOUT","CANCER","CrdPrv","Cancer (except skin)"
"2020","AL","Alabama","Cleburne","01029","01029959700","BRFSS","Health Risk Behaviors","Sleeping less than 7 hours among adults aged >=18 years","%","Crude prevalence","35.9",,,"34.5","37.3","3419","POINT (-85.63609106 33.5551744)","01029959700","RISKBEH","SLEEP","CrdPrv","Sleep <7 hours"
"2021","AL","Alabama","Coffee","01031","01031010400","BRFSS","Health Outcomes","Chronic kidney disease among adults aged >=18 years","%","Crude prevalence","3.6",,,"3.3","4.0","2152","POINT (-86.02536142 31.40195135)","01031010400","HLTHOUT","KIDNEY","CrdPrv","Chronic Kidney Disease"
"2021","AL","Alabama","Baldwin","01003","01003011101","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","6.7",,,"5.1","8.7","8397","POINT (-87.84199987 30.5230855)","01003011101","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2021","AL","Alabama","Elmore","01051","01051030300","BRFSS","Disability","Mobility disability among adults aged >=18 years","%","Crude prevalence","19.1",,,"16.3","21.8","2464","POINT (-85.96992419 32.70791578)","01051030300","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2021","AL","Alabama","Butler","01013","01013953500","BRFSS","Prevention","Cholesterol screening among adults aged >=18 years","%","Crude prevalence","84.9",,,"82.3","87.5","1410","POINT (-86.61579756 31.5784385)","01013953500","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening"
"2020","AL","Alabama","Covington","01039","01039962800","BRFSS","Prevention","Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years","%","Crude prevalence","31.5",,,"26.5","36.5","1736","POINT (-86.28495186 31.18032904)","01039962800","PREVENT","COREW","CrdPrv","Core preventive services for older women"
"2020","AL","Alabama","Jefferson","01073","01073002000","BRFSS","Prevention","Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years","%","Crude prevalence","28.5",,,"24.3","33.1","3885","POINT (-86.71548594 33.55303272)","01073002000","PREVENT","COREW","CrdPrv","Core preventive services for older women"
"2020","AL","Alabama","Elmore","01051","01051030400","BRFSS","Prevention","Visits to dentist or dental clinic among adults aged >=18 years","%","Crude prevalence","62.6",,,"59.2","65.9","7712","POINT (-85.97949481 32.51601551)","01051030400","PREVENT","DENTAL","CrdPrv","Dental Visit"
"2021","AL","Alabama","Dallas","01047","01047956702","BRFSS","Disability","Mobility disability among adults aged >=18 years","%","Crude prevalence","22.3",,,"19.2","25.6","1602","POINT (-87.05320628 32.39897536)","01047956702","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2021","AL","Alabama","Butler","01013","01013953000","BRFSS","Health Outcomes","High blood pressure among adults aged >=18 years","%","Crude prevalence","46.7",,,"41.9","51.3","1469","POINT (-86.79441843 31.87618999)","01013953000","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2021","AL","Alabama","Henry","01067","01067030300","BRFSS","Health Status","Mental health not good for >=14 days among adults aged >=18 years","%","Crude prevalence","18.2",,,"15.7","20.9","3093","POINT (-85.14649057 31.6146801)","01067030300","HLTHSTAT","MHLTH","CrdPrv","Mental Health"
"2020","AL","Alabama","Jefferson","01073","01073004800","BRFSS","Prevention","Cervical cancer screening among adult women aged 21-65 years","%","Crude prevalence","86.5",,,"84.8","88.0","1861","POINT (-86.78258099 33.49888348)","01073004800","PREVENT","CERVICAL","CrdPrv","Cervical Cancer Screening"
"2020","AL","Alabama","Colbert","01033","01033020100","BRFSS","Prevention","Visits to dentist or dental clinic among adults aged >=18 years","%","Crude prevalence","51.9",,,"47.9","56.0","3467","POINT (-87.68021983 34.76932616)","01033020100","PREVENT","DENTAL","CrdPrv","Dental Visit"
"2021","AL","Alabama","Houston","01069","01069040202","BRFSS","Disability","Any disability among adults aged >=18 years","%","Crude prevalence","26.4",,,"22.6","30.6","8142","POINT (-85.46150188 31.2553742)","01069040202","DISABLT","DISABILITY","CrdPrv","Any Disability"
"2021","AL","Alabama","Calhoun","01015","01015002600","BRFSS","Health Outcomes","Chronic kidney disease among adults aged >=18 years","%","Crude prevalence","3.2",,,"2.9","3.5","4615","POINT (-86.03559474 33.76702586)","01015002600","HLTHOUT","KIDNEY","CrdPrv","Chronic Kidney Disease"
"2021","AL","Alabama","Etowah","01055","01055000600","BRFSS","Health Risk Behaviors","Binge drinking among adults aged >=18 years","%","Crude prevalence","12.1",,,"9.6","14.8","1964","POINT (-86.06082787 34.01574365)","01055000600","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2020","AL","Alabama","Chambers","01017","01017954700","BRFSS","Prevention","Cervical cancer screening among adult women aged 21-65 years","%","Crude prevalence","83.8",,,"82.4","85.3","4852","POINT (-85.17229034 32.77058133)","01017954700","PREVENT","CERVICAL","CrdPrv","Cervical Cancer Screening"
"2021","AL","Alabama","Jefferson","01073","01073004000","BRFSS","Disability","Mobility disability among adults aged >=18 years","%","Crude prevalence","30.6",,,"27.3","34.3","3772","POINT (-86.85159345 33.49532383)","01073004000","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2021","AL","Alabama","Baldwin","01003","01003011602","BRFSS","Disability","Self-care disability among adults aged >=18 years","%","Crude prevalence","4.6",,,"4.0","5.3","4895","POINT (-87.45998999 30.41759256)","01003011602","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2021","AL","Alabama","Dale","01045","01045020802","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.9",,,"3.4","4.3","4351","POINT (-85.64402818 31.41671279)","01045020802","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","AL","Alabama","Jefferson","01073","01073005104","BRFSS","Health Risk Behaviors","Sleeping less than 7 hours among adults aged >=18 years","%","Crude prevalence","41.0",,,"39.1","42.6","3648","POINT (-86.8347164 33.47250161)","01073005104","RISKBEH","SLEEP","CrdPrv","Sleep <7 hours"
"2021","AL","Alabama","Baldwin","01003","01003011502","BRFSS","Health Status","Fair or poor self-rated health status among adults aged >=18 years","%","Crude prevalence","19.3",,,"16.6","22.5","10534","POINT (-87.66895884 30.38064478)","01003011502","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2021","AL","Alabama","Chambers","01017","01017954700","BRFSS","Disability","Any disability among adults aged >=18 years","%","Crude prevalence","34.1",,,"29.8","38.6","4852","POINT (-85.17229034 32.77058133)","01017954700","DISABLT","DISABILITY","CrdPrv","Any Disability"
"2021","AL","Alabama","Bullock","01011","01011952200","BRFSS","Prevention","Cholesterol screening among adults aged >=18 years","%","Crude prevalence","81.7",,,"78.4","84.8","7102","POINT (-85.70590153 32.15461561)","01011952200","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening"
"2021","AL","Alabama","Dallas","01047","01047956400","BRFSS","Health Outcomes","Current asthma among adults aged >=18 years","%","Crude prevalence","14.9",,,"12.9","17.0","3150","POINT (-87.01485827 32.42827811)","01047956400","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2021","AL","Alabama","Jefferson","01073","01073003001","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","14.4",,,"11.5","19.3","3779","POINT (-86.85770777 33.51252252)","01073003001","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2020","AL","Alabama","DeKalb","01049","01049960200","BRFSS","Prevention","Cervical cancer screening among adult women aged 21-65 years","%","Crude prevalence","80.7",,,"79.0","82.3","3530","POINT (-85.72155643 34.61233857)","01049960200","PREVENT","CERVICAL","CrdPrv","Cervical Cancer Screening"
"2021","AL","Alabama","Baldwin","01003","01003010705","BRFSS","Disability","Self-care disability among adults aged >=18 years","%","Crude prevalence","2.9",,,"2.5","3.4","8331","POINT (-87.89607897 30.63206295)","01003010705","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2021","AL","Alabama","Covington","01039","01039963000","BRFSS","Prevention","Cholesterol screening among adults aged >=18 years","%","Crude prevalence","85.7",,,"83.0","88.1","3684","POINT (-86.34855151 31.05185091)","01039963000","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening"
"2021","AL","Alabama","Jefferson","01073","01073005702","BRFSS","Health Outcomes","Depression among adults aged >=18 years","%","Crude prevalence","18.9",,,"16.2","21.8","3413","POINT (-86.87430223 33.46985543)","01073005702","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2021","AL","Alabama","Jefferson","01073","01073005903","BRFSS","Health Outcomes","High cholesterol among adults aged >=18 years who have been screened in the past 5 years","%","Crude prevalence","36.1",,,"32.9","39.3","4950","POINT (-86.67600306 33.59748886)","01073005903","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2021","AL","Alabama","Jefferson","01073","01073003700","BRFSS","Health Outcomes","Arthritis among adults aged >=18 years","%","Crude prevalence","32.7",,,"29.6","35.8","5063","POINT (-86.89076161 33.496916)","01073003700","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2021","AL","Alabama","Dallas","01047","01047956300","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults aged >=18 years","%","Crude prevalence","9.8",,,"8.3","11.5","3791","POINT (-87.05089549 32.44817476)","01047956300","HLTHOUT","COPD","CrdPrv","COPD"
"2021","AL","Alabama","Chilton","01021","01021060300","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","73.1",,,"67.8","77.9","3808","POINT (-86.6056061 32.98006774)","01021060300","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","AL","Alabama","Cullman","01043","01043964400","BRFSS","Health Risk Behaviors","Sleeping less than 7 hours among adults aged >=18 years","%","Crude prevalence","36.4",,,"35.3","37.6","4112","POINT (-86.94082584 34.26942488)","01043964400","RISKBEH","SLEEP","CrdPrv","Sleep <7 hours"
"2021","AL","Alabama","Henry","01067","01067030300","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","12.9",,,"10.0","16.1","3093","POINT (-85.14649057 31.6146801)","01067030300","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2020","AL","Alabama","Chilton","01021","01021060101","BRFSS","Prevention","Cervical cancer screening among adult women aged 21-65 years","%","Crude prevalence","82.2",,,"80.5","83.9","5219","POINT (-86.64089783 32.81421928)","01021060101","PREVENT","CERVICAL","CrdPrv","Cervical Cancer Screening"
"2021","AL","Alabama","Chambers","01017","01017954000","BRFSS","Health Outcomes","High blood pressure among adults aged >=18 years","%","Crude prevalence","48.4",,,"43.5","53.0","6669","POINT (-85.46010298 32.86128629)","01017954000","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2021","AL","Alabama","Barbour","01005","01005950800","BRFSS","Disability","Mobility disability among adults aged >=18 years","%","Crude prevalence","21.8",,,"18.6","25.2","2055","POINT (-85.16932432 31.91226373)","01005950800","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2021","AL","Alabama","Cleburne","01029","01029959500","BRFSS","Disability","Any disability among adults aged >=18 years","%","Crude prevalence","37.0",,,"32.2","41.7","2684","POINT (-85.47008908 33.82445601)","01029959500","DISABLT","DISABILITY","CrdPrv","Any Disability"
"2021","AL","Alabama","Etowah","01055","01055010501","BRFSS","Health Risk Behaviors","Binge drinking among adults aged >=18 years","%","Crude prevalence","16.2",,,"13.2","19.6","8191","POINT (-86.02916814 33.89782748)","01055010501","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2021","AL","Alabama","Baldwin","01003","01003011406","BRFSS","Health Outcomes","Cancer (excluding skin cancer) among adults aged >=18 years","%","Crude prevalence","6.1",,,"5.5","6.8","3412","POINT (-87.63432824 30.27333618)","01003011406","HLTHOUT","CANCER","CrdPrv","Cancer (except skin)"
"2021","AL","Alabama","Jefferson","01073","01073002100","BRFSS","Disability","Cognitive disability among adults ages >=18 years","%","Crude prevalence","19.6",,,"16.5","22.9","3186","POINT (-86.71027052 33.56509037)","01073002100","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2020","AL","Alabama","Escambia","01053","01053970300","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","76.4",,,"73.4","79.3","3632","POINT (-87.28020117 31.10875859)","01053970300","PREVENT","MAMMOUSE","CrdPrv","Mammography"
"2021","AL","Alabama","Houston","01069","01069040302","BRFSS","Health Outcomes","Arthritis among adults aged >=18 years","%","Crude prevalence","26.6",,,"23.1","30.4","3589","POINT (-85.43448261 31.27555399)","01069040302","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2021","AL","Alabama","Barbour","01005","01005950400","BRFSS","Health Risk Behaviors","Current smoking among adults aged >=18 years","%","Crude prevalence","28.7",,,"24.5","33.4","4303","POINT (-85.56805065 31.67314124)","01005950400","RISKBEH","CSMOKING","CrdPrv","Current Smoking"
"2020","AL","Alabama","Jackson","01071","01071950200","BRFSS","Prevention","Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years","%","Crude prevalence","38.4",,,"33.0","44.2","3516","POINT (-85.75847322 34.95003856)","01071950200","PREVENT","COREW","CrdPrv","Core preventive services for older women"
